customer_rank,subscription_probability,predicted_subscription,campaign_priority,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
554,0.942173,yes,High,30,technician,married,university.degree,no,yes,no,cellular,dec,thu,244,2,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,yes
555,0.942162,yes,High,20,student,single,basic.4y,no,yes,yes,cellular,apr,tue,278,4,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes
556,0.941764,yes,High,35,technician,single,professional.course,no,yes,no,cellular,jun,tue,187,1,6,2,success,-1.7,94.055,-39.8,0.713,4991.6,yes
557,0.941721,yes,High,28,admin.,single,university.degree,no,yes,no,cellular,sep,fri,91,1,1,3,success,-3.4,92.379,-29.8,0.773,5017.5,yes
558,0.941678,yes,High,32,admin.,married,university.degree,no,no,yes,cellular,jun,thu,327,3,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
559,0.941444,yes,High,30,admin.,single,high.school,no,no,no,cellular,may,wed,177,1,13,1,success,-1.8,93.876,-40.0,0.682,5008.7,no
560,0.941442,yes,High,53,admin.,single,university.degree,no,yes,no,cellular,jun,fri,304,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
561,0.941436,yes,High,54,admin.,married,high.school,no,yes,no,cellular,nov,fri,402,1,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,yes
562,0.941393,yes,High,55,retired,married,high.school,no,yes,no,cellular,oct,thu,424,2,7,1,success,-3.4,92.431,-26.9,0.722,5017.5,yes
563,0.941376,yes,High,29,admin.,married,university.degree,no,yes,yes,cellular,jul,tue,256,2,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,no
564,0.941374,yes,High,29,management,married,university.degree,no,yes,no,cellular,nov,wed,199,1,9,1,success,-3.4,92.649,-30.1,0.719,5017.5,no
565,0.941374,yes,High,37,unemployed,married,university.degree,unknown,yes,no,cellular,jun,mon,614,3,3,2,success,-1.7,94.055,-39.8,0.754,4991.6,yes
566,0.941334,yes,High,32,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,908,1,6,4,success,-1.1,94.199,-37.5,0.882,4963.6,yes
567,0.941225,yes,High,31,technician,married,professional.course,no,yes,no,cellular,jun,tue,619,2,3,1,success,-1.7,94.055,-39.8,0.723,4991.6,yes
568,0.9412,yes,High,47,technician,married,basic.6y,no,no,no,cellular,sep,mon,164,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,no
569,0.94116,yes,High,18,student,single,unknown,no,no,no,cellular,sep,thu,385,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,yes
570,0.941134,yes,High,77,retired,married,university.degree,no,yes,no,telephone,may,wed,372,1,3,4,success,-1.8,93.876,-40.0,0.682,5008.7,yes
571,0.941115,yes,High,48,admin.,married,university.degree,no,yes,no,cellular,jun,wed,447,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
572,0.941008,yes,High,54,services,divorced,high.school,no,yes,yes,cellular,oct,wed,178,4,3,1,success,-1.1,94.601,-49.5,1.016,4963.6,yes
573,0.940975,yes,High,48,unemployed,married,professional.course,no,no,no,telephone,may,wed,360,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
574,0.940848,yes,High,30,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,246,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
575,0.940825,yes,High,59,services,married,professional.course,no,yes,no,cellular,sep,fri,251,3,2,4,success,-1.1,94.199,-37.5,0.883,4963.6,no
576,0.940783,yes,High,19,student,single,basic.6y,no,yes,yes,cellular,sep,thu,452,5,13,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
577,0.940761,yes,High,29,technician,single,basic.9y,no,yes,no,telephone,jul,wed,247,1,6,1,success,-1.7,94.215,-40.3,0.84,4991.6,yes
578,0.940579,yes,High,20,student,single,high.school,no,yes,no,cellular,nov,wed,166,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
579,0.940522,yes,High,37,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1005,5,4,2,success,-1.7,94.215,-40.3,0.896,4991.6,yes
580,0.940489,yes,High,36,blue-collar,single,high.school,no,yes,yes,cellular,jun,wed,342,2,3,1,success,-1.7,94.055,-39.8,0.739,4991.6,yes
581,0.940428,yes,High,25,unemployed,single,high.school,no,no,no,cellular,aug,tue,188,1,3,3,success,-1.7,94.027,-38.3,0.904,4991.6,no
582,0.940363,yes,High,61,retired,married,university.degree,no,no,no,telephone,aug,wed,250,2,7,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes
583,0.940358,yes,High,39,technician,married,university.degree,no,no,no,cellular,oct,fri,170,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,yes
584,0.940237,yes,High,59,management,married,university.degree,no,yes,no,cellular,dec,thu,646,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,no
585,0.940221,yes,High,62,retired,married,university.degree,no,no,no,cellular,nov,thu,483,2,6,3,success,-1.1,94.767,-50.8,1.031,4963.6,yes
586,0.940205,yes,High,59,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,518,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,yes
587,0.940181,yes,High,34,technician,married,unknown,no,no,no,cellular,nov,tue,206,1,6,2,success,-1.1,94.767,-50.8,1.046,4963.6,yes
588,0.940087,yes,High,30,technician,married,university.degree,no,no,no,cellular,jun,fri,171,1,7,1,success,-1.7,94.055,-39.8,0.748,4991.6,no
589,0.940007,yes,High,78,retired,divorced,basic.4y,no,yes,no,cellular,nov,thu,463,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
590,0.939972,yes,High,63,admin.,married,university.degree,no,yes,no,cellular,oct,thu,174,2,6,1,success,-1.1,94.601,-49.5,0.987,4963.6,no
591,0.939732,yes,High,57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,295,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,no
592,0.939654,yes,High,21,student,single,university.degree,no,yes,no,cellular,dec,fri,379,3,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,yes
593,0.939611,yes,High,32,admin.,married,professional.course,no,no,yes,cellular,oct,tue,221,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,yes
594,0.939601,yes,High,30,admin.,married,university.degree,no,yes,no,cellular,jun,thu,96,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
595,0.939491,yes,High,43,admin.,married,university.degree,no,yes,no,cellular,jun,wed,262,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
596,0.939395,yes,High,85,housemaid,married,basic.4y,unknown,no,no,cellular,apr,tue,175,6,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes
597,0.939004,yes,High,41,technician,married,professional.course,no,no,no,cellular,oct,wed,391,2,27,1,success,-1.1,94.601,-49.5,0.959,4963.6,yes
598,0.938975,yes,High,39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,108,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes
599,0.938903,yes,High,51,technician,married,professional.course,no,yes,yes,cellular,apr,thu,297,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,yes
600,0.938867,yes,High,23,student,single,basic.6y,no,no,no,cellular,jun,fri,276,1,14,1,success,-1.7,94.055,-39.8,0.748,4991.6,yes
601,0.938864,yes,High,39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes
602,0.938839,yes,High,24,technician,married,professional.course,no,no,no,cellular,jul,fri,192,4,26,1,success,-1.7,94.215,-40.3,0.885,4991.6,yes
603,0.938692,yes,High,39,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,343,2,14,1,success,-2.9,92.201,-31.4,0.849,5076.2,yes
604,0.938622,yes,High,24,blue-collar,single,high.school,no,no,no,cellular,oct,thu,1032,1,3,1,success,-1.1,94.601,-49.5,1.025,4963.6,yes
605,0.938611,yes,High,37,technician,married,university.degree,no,yes,no,telephone,sep,tue,773,1,3,2,success,-3.4,92.379,-29.8,0.755,5017.5,yes
606,0.938533,yes,High,59,admin.,single,university.degree,no,no,no,cellular,aug,thu,259,3,15,1,success,-2.9,92.201,-31.4,0.829,5076.2,yes
607,0.938405,yes,High,61,admin.,married,university.degree,no,yes,yes,telephone,aug,wed,425,1,6,2,success,-1.7,94.027,-38.3,0.903,4991.6,yes
608,0.93825,yes,High,56,technician,married,basic.4y,no,no,no,cellular,oct,thu,306,3,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
609,0.938163,yes,High,31,management,married,university.degree,no,yes,no,cellular,oct,tue,255,3,4,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
610,0.937891,yes,High,33,admin.,married,university.degree,no,no,no,cellular,oct,fri,130,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,yes
611,0.937845,yes,High,26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,318,1,6,4,success,-1.1,94.199,-37.5,0.878,4963.6,no
612,0.937843,yes,High,30,admin.,single,university.degree,no,no,yes,cellular,jun,fri,199,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
613,0.937742,yes,High,88,retired,divorced,basic.4y,no,no,no,cellular,oct,wed,512,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,yes
614,0.937737,yes,High,40,technician,married,professional.course,no,yes,no,cellular,apr,thu,580,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
615,0.937697,yes,High,29,admin.,single,high.school,no,yes,no,cellular,sep,tue,107,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,yes
616,0.937667,yes,High,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,280,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes
617,0.937651,yes,High,56,admin.,married,university.degree,no,yes,no,cellular,sep,thu,169,2,3,2,success,-3.4,92.379,-29.8,0.778,5017.5,yes
618,0.93764,yes,High,82,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,529,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,yes
619,0.937425,yes,High,34,technician,single,professional.course,no,yes,no,cellular,aug,tue,1416,2,12,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
620,0.9374,yes,High,30,admin.,single,university.degree,no,no,no,cellular,aug,fri,177,6,6,3,success,-1.7,94.027,-38.3,0.898,4991.6,yes
621,0.937371,yes,High,31,services,married,high.school,no,no,no,telephone,nov,fri,271,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
622,0.937317,yes,High,54,admin.,married,university.degree,no,yes,no,cellular,aug,fri,91,2,3,1,success,-2.9,92.201,-31.4,0.849,5076.2,yes
623,0.93731,yes,High,34,technician,married,professional.course,no,yes,yes,cellular,sep,fri,120,1,6,3,success,-1.1,94.199,-37.5,0.883,4963.6,no
624,0.93691,yes,High,36,technician,married,professional.course,no,yes,yes,cellular,apr,thu,266,2,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,yes
625,0.936856,yes,High,35,technician,married,university.degree,no,yes,no,cellular,aug,wed,182,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
626,0.936805,yes,High,26,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,208,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
627,0.936748,yes,High,59,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,203,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
628,0.936532,yes,High,24,student,single,unknown,no,yes,yes,cellular,aug,fri,744,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes
629,0.936416,yes,High,21,student,single,university.degree,no,yes,no,cellular,nov,fri,180,3,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
630,0.93618,yes,High,61,retired,married,university.degree,no,no,no,cellular,sep,mon,350,1,3,2,success,-3.4,92.379,-29.8,0.797,5017.5,yes
631,0.936169,yes,High,40,blue-collar,married,basic.9y,no,yes,no,cellular,jun,wed,133,3,3,2,success,-1.7,94.055,-39.8,0.739,4991.6,no
632,0.935688,yes,High,31,technician,married,university.degree,no,yes,yes,cellular,oct,tue,203,4,6,2,success,-1.1,94.601,-49.5,0.982,4963.6,yes
633,0.935658,yes,High,28,management,single,university.degree,no,yes,no,cellular,jun,thu,383,1,22,1,success,-1.7,94.055,-39.8,0.729,4991.6,yes
634,0.93564,yes,High,25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue,179,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes
635,0.935592,yes,High,36,management,single,university.degree,no,yes,no,cellular,jun,wed,300,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
636,0.935392,yes,High,68,retired,married,basic.4y,no,yes,no,cellular,oct,tue,102,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5,yes
637,0.935355,yes,High,39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,261,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes
638,0.93516,yes,High,29,admin.,married,university.degree,no,no,yes,cellular,jun,tue,347,3,5,1,success,-1.7,94.055,-39.8,0.702,4991.6,yes
639,0.935079,yes,High,25,admin.,single,university.degree,no,yes,no,cellular,sep,thu,420,1,1,1,success,-3.4,92.379,-29.8,0.809,5017.5,no
640,0.935007,yes,High,47,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,288,1,10,2,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
641,0.934917,yes,High,38,entrepreneur,married,basic.6y,no,no,no,cellular,jun,tue,271,1,2,3,success,-1.7,94.055,-39.8,0.761,4991.6,yes
642,0.934813,yes,High,27,management,single,university.degree,no,yes,no,cellular,sep,tue,137,2,4,2,success,-3.4,92.379,-29.8,0.819,5017.5,no
643,0.934757,yes,High,24,student,single,unknown,no,yes,no,cellular,aug,fri,438,1,6,1,success,-2.9,92.201,-31.4,0.849,5076.2,yes
644,0.934675,yes,High,72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,143,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
645,0.934356,yes,High,25,admin.,single,university.degree,no,yes,yes,cellular,jun,tue,431,3,4,1,success,-2.9,92.963,-40.8,1.286,5076.2,no
646,0.93423,yes,High,26,services,single,high.school,no,yes,no,cellular,jul,tue,407,1,13,1,success,-2.9,92.469,-33.6,1.044,5076.2,yes
647,0.934207,yes,High,30,admin.,married,unknown,no,yes,no,cellular,jun,fri,207,2,4,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
648,0.934013,yes,High,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,391,5,4,1,success,-1.7,94.215,-40.3,0.79,4991.6,yes
649,0.933932,yes,High,39,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,93,1,13,1,success,-1.8,93.369,-34.8,0.65,5008.7,no
650,0.933927,yes,High,43,self-employed,married,university.degree,no,yes,no,cellular,mar,mon,264,2,9,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
651,0.933892,yes,High,33,services,single,high.school,no,yes,no,cellular,mar,fri,128,2,6,1,success,-1.8,93.369,-34.8,0.636,5008.7,no
652,0.933834,yes,High,34,technician,single,basic.9y,no,no,no,cellular,aug,mon,205,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,yes
653,0.933779,yes,High,27,admin.,single,university.degree,no,yes,yes,cellular,oct,tue,242,1,3,2,success,-1.1,94.601,-49.5,0.982,4963.6,no
654,0.933731,yes,High,69,retired,married,basic.4y,no,no,no,cellular,sep,mon,258,3,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,no
655,0.933548,yes,High,27,admin.,single,unknown,no,yes,no,cellular,mar,mon,247,3,6,2,success,-1.8,93.369,-34.8,0.639,5008.7,yes
656,0.933475,yes,High,76,retired,married,basic.4y,no,yes,no,cellular,sep,wed,259,2,3,1,success,-3.4,92.379,-29.8,0.781,5017.5,yes
657,0.933434,yes,High,37,technician,married,professional.course,no,no,no,cellular,apr,thu,277,1,18,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes
658,0.933389,yes,High,20,student,single,high.school,no,no,no,cellular,nov,wed,229,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
659,0.933371,yes,High,46,admin.,single,high.school,no,no,no,cellular,aug,thu,510,2,17,1,success,-1.7,94.027,-38.3,0.904,4991.6,no
660,0.933036,yes,High,35,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,385,3,4,2,success,-1.1,94.767,-50.8,1.035,4963.6,yes
661,0.93292,yes,High,62,retired,married,professional.course,no,yes,no,cellular,aug,tue,531,3,6,1,success,-2.9,92.201,-31.4,0.838,5076.2,yes
662,0.93292,yes,High,34,technician,married,professional.course,no,unknown,unknown,cellular,sep,fri,126,1,6,4,success,-1.1,94.199,-37.5,0.883,4963.6,no
663,0.932894,yes,High,25,student,single,high.school,no,yes,no,cellular,oct,mon,211,2,6,3,success,-1.1,94.601,-49.5,1.032,4963.6,yes
664,0.932843,yes,High,34,technician,married,unknown,no,yes,no,cellular,nov,tue,200,1,3,1,success,-1.1,94.767,-50.8,1.046,4963.6,yes
665,0.932698,yes,High,27,admin.,married,university.degree,no,yes,no,cellular,aug,tue,415,5,12,1,success,-1.7,94.027,-38.3,0.886,4991.6,yes
666,0.932578,yes,High,31,admin.,single,university.degree,no,yes,no,cellular,jun,tue,282,2,13,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes
667,0.932457,yes,High,54,unknown,married,basic.9y,no,yes,no,cellular,jul,tue,174,2,13,2,success,-1.7,94.215,-40.3,0.876,4991.6,no
668,0.932388,yes,High,34,admin.,married,university.degree,no,yes,no,cellular,aug,wed,250,1,10,2,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
669,0.932345,yes,High,56,technician,divorced,professional.course,no,no,no,cellular,oct,mon,464,1,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,yes
670,0.932237,yes,High,33,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,184,1,11,1,success,-1.8,93.369,-34.8,0.644,5008.7,no
671,0.931963,yes,High,23,student,single,basic.9y,no,yes,yes,cellular,sep,mon,218,3,6,2,success,-1.1,94.199,-37.5,0.879,4963.6,yes
672,0.931854,yes,High,41,unemployed,married,basic.9y,no,no,no,cellular,nov,thu,597,2,3,2,success,-1.1,94.767,-50.8,1.041,4963.6,yes
673,0.931629,yes,High,32,admin.,married,university.degree,no,no,no,cellular,jun,tue,74,1,4,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes
674,0.931394,yes,High,20,student,single,unknown,no,yes,yes,cellular,oct,tue,187,1,3,4,success,-1.1,94.601,-49.5,0.982,4963.6,yes
675,0.930825,yes,High,25,services,single,unknown,no,yes,no,cellular,jun,tue,154,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,yes
676,0.930817,yes,High,54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,234,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,yes
677,0.930624,yes,High,30,self-employed,single,university.degree,no,yes,yes,cellular,dec,fri,127,2,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,no
678,0.93062,yes,High,34,unemployed,single,professional.course,no,no,no,cellular,aug,fri,531,2,2,1,success,-2.9,92.201,-31.4,0.849,5076.2,yes
679,0.930593,yes,High,25,admin.,single,university.degree,no,no,no,cellular,dec,fri,1139,2,4,1,success,-3.0,92.713,-33.0,0.718,5023.5,no
680,0.930569,yes,High,48,admin.,married,high.school,unknown,no,yes,cellular,dec,thu,274,1,8,1,success,-3.0,92.713,-33.0,0.72,5023.5,yes
681,0.930555,yes,High,28,technician,single,professional.course,no,yes,no,cellular,aug,thu,63,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,yes
682,0.930548,yes,High,37,admin.,single,high.school,no,no,no,telephone,oct,thu,301,1,3,1,success,-1.1,94.601,-49.5,0.987,4963.6,yes
683,0.930492,yes,High,62,retired,married,high.school,no,no,no,cellular,oct,wed,207,1,6,1,success,-3.4,92.431,-26.9,0.724,5017.5,yes
684,0.930352,yes,High,28,unemployed,married,high.school,no,no,no,telephone,mar,fri,341,4,6,1,success,-1.8,93.369,-34.8,0.653,5008.7,yes
685,0.930251,yes,High,36,services,married,university.degree,no,no,yes,cellular,jun,tue,255,2,3,1,success,-2.9,92.963,-40.8,1.206,5076.2,yes
686,0.930208,yes,High,39,technician,married,professional.course,no,no,no,cellular,apr,thu,225,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
687,0.930087,yes,High,35,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,514,1,9,4,success,-1.1,94.767,-50.8,1.035,4963.6,yes
688,0.930067,yes,High,38,student,single,unknown,no,no,yes,cellular,mar,mon,248,1,3,4,success,-1.8,93.369,-34.8,0.639,5008.7,yes
689,0.930061,yes,High,67,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,299,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,yes
690,0.930045,yes,High,28,admin.,single,university.degree,no,yes,no,cellular,sep,mon,387,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,no
691,0.929985,yes,High,74,retired,married,university.degree,no,yes,no,cellular,oct,fri,212,2,3,2,success,-1.1,94.601,-49.5,0.993,4963.6,no
692,0.929911,yes,High,60,housemaid,married,basic.4y,no,yes,no,cellular,jul,thu,503,2,5,2,success,-2.9,92.469,-33.6,1.072,5076.2,yes
693,0.929861,yes,High,53,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,824,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5,yes
694,0.929754,yes,High,32,management,single,university.degree,no,no,no,cellular,jul,fri,221,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,no
695,0.929468,yes,High,36,technician,single,professional.course,no,yes,no,cellular,jun,fri,126,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
696,0.929462,yes,High,28,admin.,single,university.degree,no,no,no,cellular,oct,mon,225,1,3,3,success,-1.1,94.601,-49.5,1.032,4963.6,yes
697,0.929452,yes,High,43,admin.,married,high.school,no,yes,no,cellular,dec,tue,72,4,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,no
698,0.929415,yes,High,53,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,513,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
699,0.929243,yes,High,35,management,divorced,university.degree,no,yes,yes,cellular,jun,tue,270,2,12,2,success,-1.7,94.055,-39.8,0.723,4991.6,no
700,0.928991,yes,High,19,student,single,basic.9y,no,no,yes,telephone,jul,mon,567,1,6,2,success,-1.7,94.215,-40.3,0.827,4991.6,yes
701,0.928653,yes,High,50,management,married,university.degree,no,yes,no,cellular,oct,thu,305,2,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,yes
702,0.928541,yes,High,66,retired,married,high.school,no,no,no,cellular,jul,tue,475,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
703,0.928384,yes,High,25,student,single,high.school,no,yes,yes,cellular,jun,tue,660,2,6,3,success,-1.7,94.055,-39.8,0.761,4991.6,yes
704,0.928331,yes,High,32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,606,3,3,4,success,-1.1,94.199,-37.5,0.88,4963.6,yes
705,0.928271,yes,High,29,admin.,single,high.school,no,no,no,telephone,oct,thu,330,2,6,1,success,-1.1,94.601,-49.5,1.025,4963.6,yes
706,0.928069,yes,High,62,technician,married,unknown,no,no,no,cellular,mar,mon,104,2,3,2,success,-1.8,93.369,-34.8,0.646,5008.7,yes
707,0.928044,yes,High,62,technician,married,unknown,no,yes,no,cellular,jul,mon,273,1,16,1,success,-1.7,94.215,-40.3,0.827,4991.6,no
708,0.927343,yes,High,54,admin.,divorced,high.school,no,yes,no,cellular,aug,thu,131,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
709,0.927218,yes,High,38,admin.,single,university.degree,unknown,yes,no,cellular,sep,wed,153,1,3,1,success,-3.4,92.379,-29.8,0.768,5017.5,yes
710,0.927106,yes,High,38,blue-collar,married,basic.6y,no,no,no,cellular,jun,fri,346,2,5,3,success,-1.7,94.055,-39.8,0.707,4991.6,no
711,0.927073,yes,High,34,technician,married,professional.course,no,no,no,cellular,aug,tue,193,1,13,1,success,-2.9,92.201,-31.4,0.859,5076.2,yes
712,0.927038,yes,High,51,technician,married,professional.course,no,yes,no,cellular,apr,thu,687,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
713,0.926973,yes,High,28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,324,1,6,2,success,-1.1,94.601,-49.5,1.032,4963.6,no
714,0.926683,yes,High,37,technician,single,professional.course,no,yes,no,cellular,nov,wed,226,1,6,4,success,-1.1,94.767,-50.8,1.044,4963.6,yes
715,0.926664,yes,High,39,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,265,2,16,1,success,-3.4,92.379,-29.8,0.819,5017.5,yes
716,0.926589,yes,High,26,technician,single,professional.course,no,yes,no,cellular,jun,tue,163,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes
717,0.92652,yes,High,34,technician,single,unknown,no,yes,no,cellular,aug,thu,320,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,yes
718,0.926503,yes,High,66,retired,married,high.school,no,yes,no,cellular,jul,tue,317,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
719,0.92617,yes,High,72,retired,married,basic.4y,no,no,no,cellular,oct,fri,155,1,6,1,success,-3.4,92.431,-26.9,0.72,5017.5,no
720,0.92615,yes,High,36,admin.,married,university.degree,no,yes,no,cellular,may,tue,196,1,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,yes
721,0.926063,yes,High,25,student,single,high.school,no,yes,no,cellular,oct,mon,189,1,6,4,success,-1.1,94.601,-49.5,1.032,4963.6,no
722,0.926032,yes,High,38,admin.,married,university.degree,no,yes,no,cellular,oct,fri,131,2,8,1,success,-3.4,92.431,-26.9,0.739,5017.5,no
723,0.925885,yes,High,35,technician,married,professional.course,no,no,no,cellular,apr,thu,337,2,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
724,0.925738,yes,High,27,unknown,single,university.degree,no,yes,no,cellular,jun,wed,665,4,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,yes
725,0.925699,yes,High,71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no
726,0.925654,yes,High,73,retired,married,basic.4y,no,yes,no,cellular,jul,tue,305,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
727,0.925637,yes,High,53,blue-collar,married,basic.6y,no,yes,no,cellular,jun,thu,328,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
728,0.92559,yes,High,39,technician,divorced,high.school,no,no,no,cellular,mar,mon,174,1,3,1,success,-1.8,93.369,-34.8,0.639,5008.7,yes
729,0.925579,yes,High,47,management,married,university.degree,no,yes,no,cellular,sep,mon,323,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5,yes
730,0.925034,yes,High,62,retired,married,high.school,no,no,no,cellular,jul,tue,355,2,999,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,yes
731,0.924995,yes,High,46,admin.,married,university.degree,no,no,no,cellular,may,thu,154,1,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,yes
732,0.924862,yes,High,67,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,655,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,yes
