customer_rank,age,job,marital,education,housing,loan,contact,month,campaign,pdays,previous,poutcome,subscription_probability,predicted_subscription,campaign_priority
2534,55,admin.,married,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36837917915659,no,Low
2535,31,technician,single,university.degree,yes,yes,cellular,jul,1,999,0,nonexistent,0.368332423508016,no,Low
2536,39,blue-collar,married,basic.6y,no,no,cellular,jul,1,999,0,nonexistent,0.36830476088233505,no,Low
2537,25,admin.,single,high.school,no,no,cellular,jul,4,999,0,nonexistent,0.368137949845374,no,Low
2538,42,admin.,married,university.degree,no,no,cellular,jul,3,999,0,nonexistent,0.3680875260514897,no,Low
2539,34,services,married,high.school,no,yes,cellular,may,2,999,1,failure,0.3680552751209685,no,Low
2540,38,blue-collar,married,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36798521772486437,no,Low
2541,32,admin.,single,high.school,yes,no,cellular,aug,2,999,0,nonexistent,0.36786416748332784,no,Low
2542,46,management,married,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.3678623124255756,no,Low
2543,36,admin.,married,university.degree,no,no,cellular,jul,4,999,0,nonexistent,0.3677744820651313,no,Low
2544,25,services,single,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.3677415413289277,no,Low
2545,38,admin.,married,university.degree,no,no,cellular,jul,5,999,0,nonexistent,0.36760978592010235,no,Low
2546,43,management,married,unknown,no,yes,cellular,apr,1,999,0,nonexistent,0.36758475962919174,no,Low
2547,32,technician,married,professional.course,no,no,cellular,jul,2,999,0,nonexistent,0.3675636965473384,no,Low
2548,37,blue-collar,married,basic.4y,no,no,cellular,jul,1,999,0,nonexistent,0.36752131938484667,no,Low
2549,36,blue-collar,married,basic.6y,yes,yes,cellular,apr,1,999,0,nonexistent,0.36747486148761893,no,Low
2550,32,blue-collar,married,basic.9y,yes,no,cellular,may,2,999,0,nonexistent,0.3674669753823817,no,Low
2551,25,admin.,single,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.36746295364823073,no,Low
2552,29,admin.,single,university.degree,yes,yes,cellular,jul,6,999,0,nonexistent,0.3674627477564519,no,Low
2553,26,blue-collar,single,professional.course,yes,no,cellular,jul,2,999,0,nonexistent,0.36744785176739253,no,Low
2554,37,unemployed,married,university.degree,yes,no,telephone,may,2,999,0,nonexistent,0.36732472380576886,no,Low
2555,35,self-employed,single,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.3672270924300823,no,Low
2556,43,admin.,married,high.school,no,no,cellular,jul,2,999,0,nonexistent,0.3671852406103967,no,Low
2557,35,entrepreneur,single,university.degree,no,no,cellular,jul,3,999,0,nonexistent,0.36713400414108416,no,Low
2558,35,self-employed,single,university.degree,no,yes,cellular,nov,1,3,1,success,0.36710966935905676,no,Low
2559,52,admin.,married,high.school,no,no,cellular,jul,7,999,0,nonexistent,0.36710336105679475,no,Low
2560,29,admin.,single,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.36708988684647287,no,Low
2561,27,technician,single,university.degree,yes,no,telephone,may,9,999,0,nonexistent,0.36703656030826626,no,Low
2562,37,entrepreneur,married,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.3670232633459844,no,Low
2563,33,blue-collar,single,basic.6y,yes,yes,cellular,jul,2,999,0,nonexistent,0.3669263198280438,no,Low
2564,29,management,single,university.degree,yes,no,cellular,jul,3,999,0,nonexistent,0.3668876396327313,no,Low
2565,31,technician,single,professional.course,yes,yes,cellular,may,1,999,1,failure,0.36683984379528844,no,Low
2566,42,admin.,married,university.degree,no,no,cellular,jul,2,999,0,nonexistent,0.36682985479887525,no,Low
2567,54,housemaid,married,basic.4y,no,no,telephone,aug,6,999,0,nonexistent,0.3667899025456535,no,Low
2568,26,blue-collar,single,basic.9y,yes,no,cellular,jul,2,999,0,nonexistent,0.3667862523666335,no,Low
2569,35,blue-collar,married,basic.6y,no,no,cellular,may,2,999,1,failure,0.3667758586790025,no,Low
2570,36,admin.,divorced,high.school,yes,yes,cellular,jul,2,999,0,nonexistent,0.36674895984723394,no,Low
2571,31,unemployed,single,university.degree,yes,no,cellular,may,9,999,0,nonexistent,0.3667052890474606,no,Low
2572,38,services,married,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.3666981841681095,no,Low
2573,30,management,single,high.school,no,yes,cellular,nov,1,999,0,nonexistent,0.3665646899306724,no,Low
2574,34,admin.,married,university.degree,yes,no,cellular,jul,1,999,0,nonexistent,0.3665573171581395,no,Low
2575,31,self-employed,single,high.school,no,no,cellular,jul,2,999,0,nonexistent,0.36655682006627766,no,Low
2576,30,admin.,single,basic.9y,no,no,telephone,nov,1,999,0,nonexistent,0.3665413755416874,no,Low
2577,51,blue-collar,married,basic.4y,no,no,cellular,jul,1,999,0,nonexistent,0.3664298705635094,no,Low
2578,33,blue-collar,married,basic.9y,no,no,cellular,jul,3,999,0,nonexistent,0.3664030353526264,no,Low
2579,57,management,married,university.degree,yes,yes,cellular,nov,2,999,1,failure,0.3663921642406375,no,Low
2580,24,services,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.3662842776501703,no,Low
2581,35,blue-collar,married,unknown,yes,no,cellular,may,3,999,0,nonexistent,0.36616037404853163,no,Low
2582,26,services,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36614408333508186,no,Low
2583,29,admin.,divorced,unknown,no,no,cellular,jul,1,999,0,nonexistent,0.36611932508179734,no,Low
2584,31,technician,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.36609017647593955,no,Low
2585,32,technician,single,university.degree,yes,no,cellular,aug,3,999,0,nonexistent,0.3660046905751276,no,Low
2586,30,entrepreneur,single,university.degree,no,no,cellular,jul,2,999,0,nonexistent,0.365970055737253,no,Low
2587,33,blue-collar,married,basic.9y,yes,no,cellular,jul,11,999,0,nonexistent,0.365905275621011,no,Low
2588,25,student,single,high.school,yes,no,cellular,may,2,999,0,nonexistent,0.36587639927449556,no,Low
2589,30,admin.,single,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.36580595998407156,no,Low
2590,35,management,single,university.degree,no,yes,cellular,nov,1,999,0,nonexistent,0.36578899671110077,no,Low
2591,50,self-employed,married,basic.4y,no,no,telephone,aug,2,999,0,nonexistent,0.3657628719522232,no,Low
2592,41,admin.,married,university.degree,no,no,cellular,may,2,999,1,failure,0.3657584855744838,no,Low
2593,29,services,single,high.school,yes,no,cellular,nov,1,999,0,nonexistent,0.3657412749744501,no,Low
2594,31,entrepreneur,married,university.degree,no,no,cellular,jul,2,999,0,nonexistent,0.3656698237551143,no,Low
2595,29,technician,single,university.degree,yes,no,cellular,nov,1,999,1,failure,0.3656161381282233,no,Low
2596,52,admin.,married,basic.9y,no,no,cellular,jul,2,999,0,nonexistent,0.3655247442884033,no,Low
2597,32,technician,single,professional.course,yes,no,cellular,nov,1,999,0,nonexistent,0.3655238760620961,no,Low
2599,48,management,married,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36542630409049154,no,Low
2598,48,management,married,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36542630409049154,no,Low
2600,33,admin.,single,high.school,yes,no,cellular,nov,2,999,0,nonexistent,0.36528656789007896,no,Low
2601,31,admin.,single,high.school,no,no,cellular,nov,1,999,0,nonexistent,0.3652408534897378,no,Low
2602,28,technician,married,professional.course,yes,no,cellular,jul,2,999,0,nonexistent,0.36514390501824145,no,Low
2603,37,blue-collar,single,basic.6y,yes,yes,cellular,jul,1,999,0,nonexistent,0.36510002799705354,no,Low
2604,38,blue-collar,married,basic.9y,yes,no,cellular,may,1,999,0,nonexistent,0.365059908575214,no,Low
2605,31,self-employed,single,high.school,no,no,cellular,jul,3,999,0,nonexistent,0.36496497422358387,no,Low
2606,37,self-employed,married,basic.9y,yes,no,cellular,aug,2,999,0,nonexistent,0.3648750281152209,no,Low
2607,29,entrepreneur,married,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.3648608151981135,no,Low
2608,39,management,married,university.degree,yes,no,cellular,may,1,999,0,nonexistent,0.36483537475664546,no,Low
2609,33,technician,divorced,university.degree,yes,yes,cellular,jul,1,999,0,nonexistent,0.3647477478904913,no,Low
2610,23,blue-collar,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.3646673566681385,no,Low
2611,40,blue-collar,married,basic.6y,yes,no,cellular,may,1,999,0,nonexistent,0.3646668944531366,no,Low
2612,31,blue-collar,married,professional.course,yes,no,cellular,jul,2,999,0,nonexistent,0.3646515504558167,no,Low
2613,28,admin.,single,high.school,no,yes,cellular,jul,2,999,0,nonexistent,0.3646447732166676,no,Low
2614,25,admin.,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36464227989739406,no,Low
2615,28,blue-collar,single,unknown,no,no,cellular,jul,1,999,0,nonexistent,0.36463949277206315,no,Low
2616,48,services,single,basic.4y,yes,yes,cellular,may,2,999,0,nonexistent,0.36460290086714137,no,Low
2617,58,admin.,divorced,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.36460096565591693,no,Low
2618,42,blue-collar,married,basic.6y,no,no,cellular,jul,1,999,0,nonexistent,0.36457668071583255,no,Low
2619,33,admin.,married,university.degree,yes,yes,cellular,may,1,999,1,failure,0.3644375732209213,no,Low
2621,30,blue-collar,married,basic.9y,no,no,cellular,jul,4,999,0,nonexistent,0.36442599853199786,no,Low
2620,30,blue-collar,married,basic.9y,no,no,cellular,jul,4,999,0,nonexistent,0.36442599853199786,no,Low
2622,25,blue-collar,single,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.36438453130847603,no,Low
2623,28,admin.,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.36435318329364497,no,Low
2624,40,management,married,university.degree,yes,no,cellular,may,1,999,0,nonexistent,0.3643234827932604,no,Low
2625,29,technician,single,professional.course,no,no,cellular,nov,5,999,0,nonexistent,0.36427822614563843,no,Low
2626,34,blue-collar,married,basic.9y,yes,no,cellular,jul,4,999,0,nonexistent,0.3642719242075507,no,Low
2627,28,self-employed,married,university.degree,yes,yes,cellular,jul,3,999,0,nonexistent,0.3642654486245989,no,Low
2628,29,services,single,basic.9y,yes,no,cellular,apr,2,999,0,nonexistent,0.36421633324012037,no,Low
2629,25,blue-collar,single,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.3641484132924295,no,Low
2630,26,technician,single,high.school,yes,no,cellular,jul,3,999,0,nonexistent,0.3641334512131576,no,Low
2631,25,services,single,high.school,yes,yes,cellular,jul,7,999,0,nonexistent,0.36405402977301404,no,Low
2632,40,management,single,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.36402633624079017,no,Low
2633,34,services,married,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.36401725681988245,no,Low
2634,35,blue-collar,married,basic.9y,no,no,cellular,may,1,999,0,nonexistent,0.36397657174284603,no,Low
2635,51,services,married,basic.4y,yes,no,cellular,jul,1,999,0,nonexistent,0.36394984775591693,no,Low
2636,32,technician,married,university.degree,no,no,cellular,jul,1,999,0,nonexistent,0.36385157919867067,no,Low
2637,43,management,married,university.degree,no,no,cellular,apr,2,999,1,failure,0.3637730334413652,no,Low
2638,56,retired,married,basic.4y,yes,yes,cellular,nov,1,999,0,nonexistent,0.3637109329544459,no,Low
2639,32,admin.,single,high.school,yes,no,cellular,nov,1,999,0,nonexistent,0.3636649124630995,no,Low
2640,37,technician,single,university.degree,yes,no,cellular,may,1,999,1,failure,0.36360910849235456,no,Low
2641,37,services,married,high.school,no,no,cellular,may,1,999,1,failure,0.36360263120462805,no,Low
2642,50,blue-collar,married,basic.4y,no,no,cellular,jul,3,999,0,nonexistent,0.3635443425256706,no,Low
2643,36,blue-collar,single,basic.6y,yes,no,cellular,jul,1,999,0,nonexistent,0.36352543128138426,no,Low
2644,29,management,married,university.degree,no,yes,cellular,aug,2,999,0,nonexistent,0.36350248057032986,no,Low
2645,53,management,married,university.degree,no,no,telephone,aug,1,999,0,nonexistent,0.36347416421446294,no,Low
2646,36,services,married,high.school,no,no,cellular,jul,3,999,0,nonexistent,0.36339812176682335,no,Low
2647,45,blue-collar,married,basic.6y,no,no,cellular,jul,2,999,0,nonexistent,0.3633864359165394,no,Low
2648,30,admin.,single,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.3633864034676674,no,Low
2649,29,admin.,single,university.degree,yes,yes,cellular,jul,1,999,0,nonexistent,0.36338351337803515,no,Low
2650,42,admin.,married,university.degree,no,yes,cellular,nov,1,999,0,nonexistent,0.3633815774888243,no,Low
2651,58,management,married,basic.9y,no,no,cellular,jul,3,999,0,nonexistent,0.36336301132871696,no,Low
2652,24,technician,single,university.degree,no,yes,cellular,jul,3,999,0,nonexistent,0.3632827243322392,no,Low
2653,37,blue-collar,married,basic.9y,yes,no,cellular,may,2,999,0,nonexistent,0.363215407654404,no,Low
2654,25,admin.,divorced,professional.course,no,no,cellular,jul,1,999,0,nonexistent,0.36318932505914686,no,Low
2655,31,management,married,university.degree,no,no,cellular,may,1,999,1,failure,0.3631375690456074,no,Low
2656,33,blue-collar,single,basic.6y,no,yes,cellular,jul,2,999,0,nonexistent,0.3630402666012421,no,Low
2657,25,blue-collar,married,basic.9y,no,no,cellular,jul,5,999,0,nonexistent,0.363015896895566,no,Low
2658,31,blue-collar,married,professional.course,yes,no,cellular,jul,1,999,0,nonexistent,0.3629960693177885,no,Low
2659,45,blue-collar,married,basic.4y,no,no,cellular,jul,2,999,0,nonexistent,0.3629681401578747,no,Low
2660,27,admin.,married,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.3629336566389652,no,Low
2661,37,self-employed,married,basic.9y,yes,no,cellular,aug,1,999,0,nonexistent,0.3628855203975151,no,Low
2662,36,admin.,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.3628744809732475,no,Low
2663,39,blue-collar,married,university.degree,no,no,cellular,jul,1,999,0,nonexistent,0.3628675072841482,no,Low
2664,36,management,married,university.degree,no,no,cellular,may,4,999,0,nonexistent,0.3628304443756733,no,Low
2665,38,technician,married,professional.course,yes,no,cellular,aug,3,999,0,nonexistent,0.3628126877239845,no,Low
2666,38,services,single,university.degree,no,no,cellular,jul,4,999,0,nonexistent,0.36276470052479587,no,Low
2667,30,admin.,single,high.school,yes,no,cellular,jul,1,999,0,nonexistent,0.36265821524591807,no,Low
2668,24,blue-collar,single,basic.9y,yes,no,cellular,jul,3,999,0,nonexistent,0.36264526273168113,no,Low
2670,28,self-employed,married,university.degree,yes,no,cellular,jul,1,999,0,nonexistent,0.3626115504412893,no,Low
2669,28,self-employed,married,university.degree,yes,no,cellular,jul,1,999,0,nonexistent,0.3626115504412893,no,Low
2671,33,self-employed,married,basic.9y,yes,no,cellular,jul,2,999,0,nonexistent,0.36258778629021127,no,Low
2672,58,management,married,university.degree,yes,no,cellular,jul,1,999,0,nonexistent,0.3625537280862386,no,Low
2673,53,management,married,university.degree,no,no,cellular,aug,3,999,0,nonexistent,0.36254787919722503,no,Low
2674,37,technician,divorced,professional.course,no,yes,cellular,jul,2,999,0,nonexistent,0.36250183916868955,no,Low
2675,38,admin.,divorced,high.school,no,yes,cellular,jul,2,999,0,nonexistent,0.36243500652708793,no,Low
2676,29,admin.,married,high.school,yes,no,cellular,nov,1,999,0,nonexistent,0.36243149379615414,no,Low
2677,22,blue-collar,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.36242596906044944,no,Low
2678,42,services,single,high.school,no,no,cellular,apr,3,999,1,failure,0.3624013599060956,no,Low
2679,56,management,married,high.school,yes,no,cellular,jul,2,999,0,nonexistent,0.36234027440968264,no,Low
2680,30,technician,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.36233652307229114,no,Low
2681,36,management,single,university.degree,no,no,telephone,jun,6,999,0,nonexistent,0.36227456991964646,no,Low
2682,33,technician,married,university.degree,yes,no,cellular,aug,3,999,0,nonexistent,0.36225814049591215,no,Low
2683,49,retired,married,basic.4y,yes,no,cellular,may,1,999,0,nonexistent,0.36225747244274425,no,Low
2684,42,blue-collar,married,basic.4y,no,no,cellular,jul,1,999,0,nonexistent,0.36224903856670143,no,Low
2685,33,blue-collar,married,basic.9y,yes,no,cellular,jul,5,999,0,nonexistent,0.3622294585402077,no,Low
2686,32,technician,married,unknown,yes,no,cellular,jul,2,999,0,nonexistent,0.3622069153428442,no,Low
2687,28,self-employed,single,high.school,no,no,cellular,jul,6,999,0,nonexistent,0.3621975761709094,no,Low
2688,39,self-employed,married,basic.6y,yes,no,cellular,jul,1,999,0,nonexistent,0.3621917205494951,no,Low
2689,30,management,single,high.school,no,yes,cellular,nov,2,999,0,nonexistent,0.36213033440839426,no,Low
2690,45,entrepreneur,divorced,university.degree,no,no,telephone,may,4,999,0,nonexistent,0.3621235691460173,no,Low
2691,30,blue-collar,single,basic.9y,no,yes,telephone,nov,1,999,0,nonexistent,0.3619932149172412,no,Low
2692,34,technician,married,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.36198412635760735,no,Low
2693,36,entrepreneur,married,university.degree,yes,no,telephone,may,1,999,0,nonexistent,0.36197590712983374,no,Low
2694,55,admin.,married,high.school,no,no,cellular,may,1,999,0,nonexistent,0.3619564042804079,no,Low
2696,60,retired,married,basic.6y,no,no,cellular,jul,1,999,0,nonexistent,0.3619260322277797,no,Low
2695,60,retired,married,basic.6y,no,no,cellular,jul,1,999,0,nonexistent,0.3619260322277797,no,Low
2697,31,admin.,single,university.degree,yes,no,cellular,nov,1,999,0,nonexistent,0.36189058631531795,no,Low
2698,32,technician,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.3618827142108059,no,Low
2699,55,admin.,married,university.degree,no,no,cellular,jul,4,999,0,nonexistent,0.3618642478366271,no,Low
2700,40,services,married,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.3618054742759666,no,Low
2701,41,self-employed,married,basic.9y,no,yes,cellular,aug,3,999,0,nonexistent,0.361782022036867,no,Low
2702,43,self-employed,married,professional.course,yes,no,cellular,may,2,999,0,nonexistent,0.36177129414339315,no,Low
2703,39,admin.,married,high.school,no,no,cellular,jul,6,999,0,nonexistent,0.3617505613009136,no,Low
2704,31,admin.,single,high.school,yes,no,cellular,nov,1,999,0,nonexistent,0.36170529157638476,no,Low
2705,29,admin.,single,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.3617002765616476,no,Low
2706,29,admin.,single,university.degree,no,no,cellular,nov,4,999,0,nonexistent,0.3616972078964369,no,Low
2707,24,services,single,university.degree,no,no,cellular,jul,6,999,0,nonexistent,0.36154762054556555,no,Low
2708,36,self-employed,married,basic.9y,no,no,cellular,aug,1,999,0,nonexistent,0.36150026859221635,no,Low
2709,36,admin.,single,university.degree,yes,no,cellular,nov,1,999,0,nonexistent,0.36148974352370467,no,Low
2710,38,blue-collar,married,basic.9y,yes,no,cellular,jul,2,999,0,nonexistent,0.361469263753252,no,Low
2711,37,technician,single,university.degree,no,no,cellular,jul,3,999,0,nonexistent,0.3614582784503692,no,Low
2712,39,admin.,married,basic.9y,no,no,cellular,jul,1,999,0,nonexistent,0.36140219817643365,no,Low
2713,43,management,married,unknown,no,no,cellular,apr,1,999,0,nonexistent,0.3613571969435297,no,Low
2714,33,blue-collar,single,basic.4y,yes,no,cellular,may,2,999,1,failure,0.361331094464285,no,Low
2715,38,admin.,married,unknown,yes,no,cellular,jul,3,999,0,nonexistent,0.36125171362928316,no,Low
2716,40,retired,divorced,basic.4y,no,no,cellular,jul,1,999,0,nonexistent,0.3612460005257684,no,Low
2717,34,technician,single,university.degree,no,no,cellular,aug,2,999,0,nonexistent,0.36123718612787686,no,Low
2718,35,technician,single,university.degree,no,no,cellular,jul,2,999,0,nonexistent,0.3611045676146327,no,Low
2719,30,admin.,married,basic.9y,yes,yes,cellular,may,1,999,1,failure,0.3610577571685331,no,Low
2720,31,blue-collar,married,professional.course,no,no,cellular,nov,1,999,0,nonexistent,0.3610504343449838,no,Low
2721,25,student,single,high.school,no,yes,telephone,jun,2,999,0,nonexistent,0.36103564633132057,no,Low
2722,36,admin.,married,university.degree,yes,yes,cellular,jul,2,999,0,nonexistent,0.3610252909264658,no,Low
2723,25,services,single,professional.course,yes,no,cellular,jul,1,999,0,nonexistent,0.3609340235238545,no,Low
2724,31,entrepreneur,single,basic.9y,no,no,cellular,jul,3,999,0,nonexistent,0.3609243134623265,no,Low
2725,50,management,divorced,university.degree,no,no,cellular,jul,6,999,0,nonexistent,0.36091246202957683,no,Low
2726,55,admin.,married,university.degree,no,no,cellular,jul,1,999,0,nonexistent,0.36085168810914275,no,Low
2727,51,blue-collar,divorced,high.school,yes,yes,cellular,may,6,999,0,nonexistent,0.36075768057272567,no,Low
2728,38,admin.,married,university.degree,yes,yes,cellular,may,1,999,1,failure,0.36068459294505084,no,Low
2729,32,blue-collar,single,high.school,yes,no,cellular,may,3,999,0,nonexistent,0.36057425634702744,no,Low
2730,35,entrepreneur,single,university.degree,yes,no,cellular,jul,3,999,0,nonexistent,0.3605479750738905,no,Low
2731,30,technician,single,professional.course,yes,no,cellular,jul,1,999,0,nonexistent,0.36049304859175146,no,Low
2732,36,blue-collar,married,basic.4y,no,no,cellular,may,1,999,0,nonexistent,0.3604879566836544,no,Low
2733,31,management,single,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.36044166881417405,no,Low
2734,40,blue-collar,married,basic.9y,yes,no,cellular,jul,2,999,0,nonexistent,0.36042325294116445,no,Low
2735,28,student,single,university.degree,no,no,cellular,may,4,999,0,nonexistent,0.36029761898964174,no,Low
2736,32,technician,married,professional.course,no,no,cellular,jul,2,999,0,nonexistent,0.3602681334212178,no,Low
2737,55,blue-collar,married,basic.4y,yes,no,telephone,aug,1,999,0,nonexistent,0.3602134213057258,no,Low
2738,36,services,divorced,basic.9y,no,no,cellular,may,5,999,0,nonexistent,0.36017936660095495,no,Low
2739,41,services,married,basic.9y,no,no,cellular,jul,3,999,0,nonexistent,0.3601055592870803,no,Low
2740,38,entrepreneur,married,unknown,yes,no,cellular,may,1,999,0,nonexistent,0.3598696413446256,no,Low
2741,45,management,married,university.degree,no,no,cellular,aug,5,999,0,nonexistent,0.3598521239281118,no,Low
2742,56,management,divorced,university.degree,no,no,cellular,nov,2,999,0,nonexistent,0.35976440921951386,no,Low
2743,30,management,single,university.degree,yes,no,cellular,jul,1,999,0,nonexistent,0.3597273728031032,no,Low
2744,47,technician,married,basic.9y,yes,no,cellular,apr,2,999,1,failure,0.35970684380093343,no,Low
2745,27,technician,single,professional.course,no,no,cellular,jul,2,999,0,nonexistent,0.3596642869023237,no,Low
2746,34,admin.,single,university.degree,no,no,telephone,aug,2,999,0,nonexistent,0.35958425531366617,no,Low
2747,38,entrepreneur,married,basic.9y,yes,no,cellular,jul,2,999,0,nonexistent,0.3595817642334376,no,Low
2748,34,technician,single,university.degree,yes,yes,cellular,aug,3,999,0,nonexistent,0.35944288378031275,no,Low
2749,33,self-employed,married,university.degree,yes,no,cellular,aug,3,999,0,nonexistent,0.3594389794871477,no,Low
2750,36,admin.,single,university.degree,yes,no,cellular,may,1,999,0,nonexistent,0.3592377043790627,no,Low
2751,39,unemployed,single,basic.9y,yes,no,telephone,may,2,999,0,nonexistent,0.35921332682247675,no,Low
2752,33,entrepreneur,married,university.degree,yes,yes,cellular,jul,2,999,0,nonexistent,0.35915445686200725,no,Low
2753,27,admin.,married,high.school,yes,no,cellular,jul,2,999,0,nonexistent,0.359144112764031,no,Low
2754,31,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.3591300289208109,no,Low
2755,37,blue-collar,single,professional.course,no,no,cellular,jul,1,999,0,nonexistent,0.35905061890900986,no,Low
2756,42,admin.,married,university.degree,no,no,cellular,aug,2,999,0,nonexistent,0.35898458387704707,no,Low
2757,36,admin.,single,unknown,no,no,cellular,jul,1,999,0,nonexistent,0.3589207539293628,no,Low
2758,46,housemaid,married,basic.4y,yes,no,cellular,may,2,999,0,nonexistent,0.3588689177858948,no,Low
2759,29,services,married,basic.9y,no,no,cellular,nov,1,999,0,nonexistent,0.35885125438109455,no,Low
2760,44,self-employed,married,professional.course,yes,no,telephone,aug,5,999,0,nonexistent,0.358806784988552,no,Low
2761,48,services,single,high.school,yes,no,cellular,apr,2,999,1,failure,0.35880129647951164,no,Low
2762,51,admin.,married,university.degree,yes,no,cellular,aug,2,999,0,nonexistent,0.3587656997849277,no,Low
2763,35,management,divorced,university.degree,unknown,unknown,cellular,aug,3,999,0,nonexistent,0.3587509358963618,no,Low
2764,32,blue-collar,married,basic.9y,no,no,cellular,apr,1,999,1,failure,0.35871884528960224,no,Low
2765,36,blue-collar,married,basic.4y,no,no,cellular,may,1,999,1,failure,0.3586884076943229,no,Low
2766,50,management,divorced,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.3586320887143045,no,Low
2767,39,technician,single,professional.course,no,no,cellular,jul,3,999,0,nonexistent,0.3585879876323537,no,Low
2768,23,blue-collar,single,basic.9y,no,no,cellular,jul,3,999,0,nonexistent,0.35858207975593154,no,Low
2769,37,services,divorced,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.3585795919606012,no,Low
2770,31,admin.,married,high.school,yes,yes,cellular,may,5,999,0,nonexistent,0.3584943719546813,no,Low
2771,32,student,single,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.35849222126815783,no,Low
2772,33,admin.,married,university.degree,yes,yes,cellular,nov,3,999,0,nonexistent,0.35847833820363095,no,Low
2773,37,blue-collar,married,basic.6y,yes,no,cellular,jul,1,999,0,nonexistent,0.35832989775714347,no,Low
2774,33,technician,married,professional.course,yes,yes,cellular,jul,5,999,0,nonexistent,0.3583095275049396,no,Low
2775,37,admin.,married,high.school,no,no,cellular,may,5,999,0,nonexistent,0.3582895420771934,no,Low
2776,50,services,single,basic.6y,no,no,cellular,apr,1,999,0,nonexistent,0.358289173058689,no,Low
2777,30,technician,divorced,high.school,no,no,cellular,aug,3,999,0,nonexistent,0.3582667092327681,no,Low
2778,25,admin.,single,high.school,yes,no,cellular,jul,4,999,0,nonexistent,0.35822828962070236,no,Low
2779,24,blue-collar,married,professional.course,no,no,cellular,jul,8,999,0,nonexistent,0.35813467690623974,no,Low
2780,32,technician,married,professional.course,yes,no,cellular,aug,2,999,0,nonexistent,0.3580400806326462,no,Low
2781,40,blue-collar,married,high.school,no,no,cellular,jul,2,999,0,nonexistent,0.35800490843840715,no,Low
2782,35,blue-collar,married,professional.course,yes,no,cellular,jul,2,999,0,nonexistent,0.3579544595059448,no,Low
2783,41,blue-collar,married,basic.6y,yes,no,cellular,may,1,999,0,nonexistent,0.3579429230773733,no,Low
2784,35,self-employed,married,basic.9y,yes,no,cellular,aug,4,999,0,nonexistent,0.3579212875817403,no,Low
2785,53,retired,divorced,university.degree,yes,no,cellular,jul,4,999,0,nonexistent,0.3579031812734979,no,Low
2786,42,blue-collar,married,basic.4y,no,no,cellular,jul,4,999,0,nonexistent,0.357867711857772,no,Low
2787,57,admin.,married,university.degree,yes,no,cellular,jul,2,999,0,nonexistent,0.357846123031814,no,Low
2788,57,management,married,university.degree,no,no,cellular,jul,2,999,0,nonexistent,0.35784407694590037,no,Low
2789,36,blue-collar,married,unknown,yes,no,cellular,may,1,999,0,nonexistent,0.357840492194779,no,Low
2790,35,technician,single,professional.course,yes,no,cellular,jul,3,999,0,nonexistent,0.3578282804820415,no,Low
2791,42,blue-collar,married,basic.9y,no,no,cellular,jul,3,999,0,nonexistent,0.357780258462773,no,Low
2792,34,self-employed,single,university.degree,yes,no,cellular,jul,1,999,0,nonexistent,0.35777745305670083,no,Low
2793,22,blue-collar,single,basic.9y,yes,no,cellular,jul,3,999,0,nonexistent,0.3577303940166537,no,Low
